appellation#couleur#millesime#cépage#cru#producteur#complementNom
BELLE ESCAPADE#rouge#2012#cabernet-sauvignon#classé#prod1#
BELLE ESCAPADE#rose#2012#syrah#1er cru#prod1#
BELLE ESCAPADE#blanc#2012#viognier#classé#prod1#
BRISE DE France BORDEAUX#rouge#2011#merlot,cabernet-sauvignon,cabernet-franc#1er cru#prod2#
BRISE DE France RESERVE#blanc#2011#viognier#classé#prod2#
BRISE DE France RESERVE#rouge#2011#malbec#classé#prod2#
CHÂTEAU  DES NEUFS FIEFS#rouge#2011#syrah,grenache,mourvedre,carignan#classé#prod2#
CHÂTEAU CANDASTRE#rouge#2010#Fer-servadou,duras,syrah,merlot,cabernet#classé#prod3#
CHÂTEAU CANDASTRE#rose#2011#Fer-servadou,duras,syrah#1er cru#prod3#
CHÂTEAU DE MALVES#rouge#2011#syrah,grenache#classé#prod3#
CHÂTEAU DES ALBIERES - CUVEE GEORGES DARDE#rouge#2007#vieux-carignan,grenache-noir,syrah#classé#prod3#
CHÂTEAU FESTIANO - CUVEE JOSEPH#rouge#2010#carignan,grenache,mourvedre,syrah#classé#prod3#
CHÂTEAU JAUSSAN#rouge#2010#carignan,grenache-noir,syrah,cinsault#classé#prod3#
CHÂTEAU LANDURE - LE SECRET#rouge#2008#grenache,mourvedre,syrah#1er cru#prod3#
CHÂTEAU MARGUERITE#rouge#2011#negrette,malbec,syrah#classé#prod3#
CHÂTEAU MARGUERITE#rose#2011#negrette,gamay,syrah#1er cru#prod3#
CHÂTEAU MARGUERITE - LES HAUTES TERRASSES#rouge#2011#negrette,malbec,cabernet-sauvignon#classé#prod3#
CHÂTEAU MOULIN LA MONDIERE#rouge#2011#grenache,syrah,cinsault,vieux-carignan#grand cru#prod4#
CHÂTEAU ROUVIERE#rouge#2011#carignan,grenache,mourvedre,syrah#classé#prod4#
CHÂTEAU TOUR DE MONTREDON#rouge#2009#carignan,grenache-noir,syrah#classé#prod4#
CHÂTEAU TOUR DE MONTREDON#blanc#2012#Grenache-blanc ,marsanne,maccabeu#classé#prod4#
DOMAINE CALVEL - VIEILLES VIGNES#rouge#2007#vieux-carignan,syrah#classé#prod4#
DOMAINE CAZELLES VERDIER - CUVEE COURTES#rouge#2010#carignan,syrah,grenache#classé#prod4#
DOMAINE DE LA PERRIERE#rouge#2008#vieux-carignan,grenache-noir,mourvedre#grand cru#prod4#
DOMAINE DES BLANQUIERES#rose#2012#syrah,cinsault,grenache#grand cru#prod4#
DOMAINE DU MAS BLANC#rouge#2009#vieux-carignan,syrah,grenache,mourvedre#grand cru#prod4#
DOMAINE MARGUERITE#rouge#2011#negrette,gamay,cinsault#1er cru#prod4#
DOMAINE MARGUERITE#rose#2011#negrette,gamay,malbec#1er cru#prod4#
DUO MYTHIQUE#rouge#2012#syrah,grenache#1er cru#prod5#
DUO MYTHIQUE#blanc#2012#chardonnay,muscat#1er cru#prod5#
DUO MYTHIQUE#rose#2012#syrah,grenache#1er cru#prod5#
ETIENNE DE CEZELLY#rouge#2009#mourvedre,carignan#1er cru#prod5#
FRENCH CLICHE#rouge#2012#merlot#1er cru#prod5#
FRENCH CLICHE#blanc#2012#chardonnay#grand cru#prod5#
FRENCH CLICHE#rose#2012#syrah#grand cru#prod5#
GIVRE DE ROSE#rose#2012#syrah,grenache#grand cru#prod5#
JEAN PLAISANCE#rouge#2012#merlot#grand cru#prod5#
JEAN PLAISANCE#blanc#2012#sauvignon#grand cru#prod5#
L'ALLEE DES FRÊNES#rouge#2011#merlot,cabernet-sauvignon,cabernet-franc#grand cru#prod5#
L'ALLEE DES FRÊNES#rose#2011#merlot,cabernet-franc#classé#prod5#
L'ALLEE DES FRÊNES#blanc#2011#sauvignon,semillon#classé#prod5#
LA CUVEE MYTHIQUE#rouge#2009#syrah,mourvedre,carignan,grenache-noir#grand cru#prod5#
LA CUVEE MYTHIQUE#blanc#2010#viognier,marsanne,grenache-blanc,roussanne#grand cru#prod5#
LES CLES DU CHÂTEAU SAINT MARTIN#rouge#2010#syrah,grenache-noir#grand cru#prod6#
LES PETITS CARREAUX#rouge#2012#cabernet-sauvignon#classé#prod6#
LES PETITS CARREAUX#blanc#2012#chardonnay#classé#prod6#
LES PETITS CARREAUX#rose#2012#syrah#grand cru#prod6#
MAS D'EN BADIE#rose#2012#syrah,grenache,carignan#grand cru#prod6#
MAS D'EN BADIE#rouge#2010#syrah,grenache-noir,carignan,mourvedre#grand cru#prod6#
MAS D'EN BOSC#rouge#2010#grenache-noir,syrah,carignan,maccabeu#grand cru#prod6#
MYTHIQUE LANGUEDOC#rouge#2012#grenache,syrah,carignan#classé#prod6#
MYTHIQUE LANGUEDOC#blanc#2012#grenache-blanc,marsanne#classé#prod6#
MYTHIQUE LANGUEDOC#rose#2012#grenache,cinsault#classé#prod6#
PLAISIR DE France#rouge#2012#merlot#grand cru#prod6#
PLAISIR DE France#blanc#2012#sauvignon#grand cru#prod6#
PLAISIR DE France#rose#2012#syrah#grand cru#prod6#
RIVESALTES AUTHENTIQUE#rouge#1996#grenache-blanc ,grenache-gris,maccabeu#grand cru#prod6#
RIVESALTES SOLEIA#blanc#2002#grenache-blanc#grand cru#prod6#
SO-PARISIAN#rouge#2012#cabernet-sauvignon#grand cru#prod6#
SO-PARISIAN#blanc#2012#sauvignon#classé#prod6#
SO-PARISIAN#rose#2012#syrah#classé#prod6#
TERRES PRECIEUSES - CHÂTEAU DE JONQUIERES#rouge#2010#syrah,grenache,carignan,mourvedre#classé#prod7#
TERRES PRECIEUSES - CHÂTEAU DE RIBAUTE - GRANDE TRADITION#rouge#2008#mourvedre,grenache#classé#prod7#
TERRES PRECIEUSES - CHÂTEAU POUZOL - LA GARDYE#rouge#2009#grenache,mourvedre,vieux-carignan,syrah#classé#prod7#
TERRES PRECIEUSES - CHÂTEAU POUZOL - SODALI#rouge#2010#grenache,mourvedre,vieux-carignan#classé#prod7#
TERRES PRECIEUSES - DOMAINE DE BELLEVUE - L'INATTENDUE#rouge#2008#syrah,carignan,grenache#classé#prod7#
TERRES PRECIEUSES - DOMAINE DE CAUVY#rouge#2010#syrah,carignan,mourvedre#classé#prod7#
TERRES PRECIEUSES - DOMAINE DE CAZELLE VERDIER - LE MARCHAND DE POIVRE#rouge#2010#syrah,grenache,carignan,mourvedre#classé#prod7#
TERRES PRECIEUSES - DOMAINE DE CEZELLY#rouge#2010#carignan,grenache,mourvedre,syrah#classé#prod7#
TERRES PRECIEUSES - DOMAINE DE FONTJONCOUSE#rouge#2010#syrah,carignan,grenache-noir#classé#prod7#
TERRES PRECIEUSES - DOMAINE DU BOSC ROCHET#rouge#2010#syrah,grenache,carignan#classé#prod7#
TERRES PRECIEUSES - DOMAINE LA GRANGE BASSE#rouge#2011#merlot#classé#prod7#
TERRES PRECIEUSES - DOMAINE SERRES MAZARD - CUVEE HENRI SERRES#rouge#2008#syrah,carignan,grenache#classé#prod7#
TERRES PRECIEUSES - NOTRE DAME DU QUATOURZE#rose#2010#syrah,grenache,cinsault#classé#prod7#
TERRES PRECIEUSES - NOTRE DAME DU QUATOURZE#rouge#2010#syrah,grenache,mourvedre#classé#prod7#
